run_id,production_date,shift_id,machine_id,product_id,operator_id,planned_time_min,run_time_min,total_count,good_count,scrap_count
RUN05848,2025-01-19,T3,M08,P01,OP12,480,446,1485,1427,58
RUN05849,2025-01-19,T3,M09,P04,OP15,480,339,1883,1846,37
RUN05850,2025-01-19,T3,M11,P05,OP09,480,454,1089,1089,0
RUN05851,2025-01-20,T1,M02,P03,OP10,480,372,1693,1693,0
RUN05852,2025-01-20,T1,M03,P02,OP13,480,431,1256,1226,30
RUN05853,2025-01-20,T1,M04,P04,OP07,480,344,859,813,46
RUN05854,2025-01-20,T1,M05,P02,OP13,480,438,3137,3074,63
RUN05855,2025-01-20,T1,M06,P01,OP04,480,366,3905,3871,34
RUN05856,2025-01-20,T1,M07,P02,OP01,480,470,1694,1613,81
RUN05857,2025-01-20,T1,M08,P04,OP13,480,304,1092,1066,26
RUN05858,2025-01-20,T1,M09,P04,OP13,480,402,2206,2193,13
RUN05859,2025-01-20,T1,M10,P03,OP16,480,441,1285,1251,34
RUN05860,2025-01-20,T1,M11,P02,OP10,480,412,899,899,0
RUN05861,2025-01-20,T1,M12,P01,OP13,480,300,540,513,27
RUN05862,2025-01-20,T2,M01,P04,OP05,480,413,1997,1869,128
RUN05863,2025-01-20,T2,M02,P01,OP05,480,383,1767,1692,75
RUN05864,2025-01-20,T2,M03,P05,OP17,480,344,1006,996,10
RUN05865,2025-01-20,T2,M04,P01,OP17,480,398,1033,975,58
RUN05866,2025-01-20,T2,M05,P04,OP11,480,469,3209,3205,4
RUN05867,2025-01-20,T2,M06,P01,OP11,480,331,3643,3467,176
RUN05868,2025-01-20,T2,M07,P04,OP08,480,403,1482,1482,0
RUN05869,2025-01-20,T2,M08,P04,OP14,480,354,1333,1291,42
RUN05870,2025-01-20,T2,M10,P01,OP11,480,373,1188,1104,84
RUN05871,2025-01-20,T2,M11,P01,OP17,480,436,943,935,8
RUN05872,2025-01-20,T2,M12,P05,OP17,480,353,588,545,43
RUN05873,2025-01-20,T3,M01,P03,OP15,480,423,2004,1984,20
RUN05874,2025-01-20,T3,M02,P03,OP15,480,395,1800,1719,81
RUN05875,2025-01-20,T3,M03,P04,OP15,480,430,1159,1129,30
RUN05876,2025-01-20,T3,M04,P02,OP09,480,373,997,935,62
RUN05877,2025-01-20,T3,M05,P05,OP06,480,387,2867,2864,3
RUN05878,2025-01-20,T3,M06,P03,OP03,480,372,3938,3747,191
RUN05879,2025-01-20,T3,M07,P04,OP09,480,364,1334,1277,57
RUN05880,2025-01-20,T3,M08,P01,OP18,480,392,1371,1299,72
RUN05881,2025-01-20,T3,M09,P01,OP18,480,400,2127,2051,76
RUN05882,2025-01-20,T3,M11,P02,OP03,480,376,793,793,0
RUN05883,2025-01-20,T3,M12,P05,OP15,480,394,632,600,32
RUN05884,2025-01-21,T1,M01,P05,OP01,480,456,2280,2280,0
RUN05885,2025-01-21,T1,M02,P02,OP04,480,356,1610,1510,100
RUN05886,2025-01-21,T1,M03,P01,OP01,480,432,1174,1145,29
RUN05887,2025-01-21,T1,M04,P03,OP13,480,386,1030,958,72
RUN05888,2025-01-21,T1,M05,P03,OP16,480,402,3015,3006,9
RUN05889,2025-01-21,T1,M06,P05,OP04,480,371,4356,4214,142
RUN05890,2025-01-21,T1,M07,P04,OP04,480,379,1481,1397,84
RUN05891,2025-01-21,T1,M08,P02,OP13,480,404,1458,1395,63
RUN05892,2025-01-21,T1,M09,P03,OP07,480,366,1936,1861,75
RUN05893,2025-01-21,T1,M10,P05,OP04,480,330,990,946,44
RUN05894,2025-01-21,T1,M11,P01,OP16,480,443,882,865,17
RUN05895,2025-01-21,T1,M12,P01,OP01,480,351,556,503,53
RUN05896,2025-01-21,T2,M01,P05,OP08,480,352,1663,1633,30
RUN05897,2025-01-21,T2,M02,P01,OP05,480,399,1739,1684,55
RUN05898,2025-01-21,T2,M03,P04,OP08,480,341,937,883,54
RUN05899,2025-01-21,T2,M04,P05,OP02,480,361,906,855,51
RUN05900,2025-01-21,T2,M05,P04,OP08,480,390,2729,2717,12
RUN05901,2025-01-21,T2,M07,P04,OP14,480,373,1420,1365,55
RUN05902,2025-01-21,T2,M08,P03,OP17,480,386,1344,1250,94
RUN05903,2025-01-21,T2,M09,P03,OP17,480,425,2441,2381,60
RUN05904,2025-01-21,T2,M10,P03,OP05,480,377,1114,1067,47
RUN05905,2025-01-21,T2,M11,P02,OP02,480,397,933,898,35
RUN05906,2025-01-21,T2,M12,P04,OP08,480,371,657,600,57
RUN05907,2025-01-21,T3,M01,P04,OP03,480,388,1935,1846,89
RUN05908,2025-01-21,T3,M02,P05,OP06,480,365,1653,1597,56
RUN05909,2025-01-21,T3,M03,P02,OP06,480,405,1171,1165,6
RUN05910,2025-01-21,T3,M04,P01,OP06,480,342,874,835,39
RUN05911,2025-01-21,T3,M05,P02,OP09,480,459,3424,3424,0
RUN05912,2025-01-21,T3,M06,P05,OP06,480,446,4773,4616,157
RUN05913,2025-01-21,T3,M07,P05,OP06,480,326,1127,1090,37
RUN05914,2025-01-21,T3,M08,P04,OP03,480,274,971,918,53
RUN05915,2025-01-21,T3,M09,P05,OP12,480,421,2401,2401,0
RUN05916,2025-01-21,T3,M10,P02,OP09,480,381,1132,1091,41
RUN05917,2025-01-21,T3,M11,P03,OP18,480,393,878,867,11
RUN05918,2025-01-21,T3,M12,P02,OP09,480,367,623,570,53
RUN05919,2025-01-22,T1,M01,P02,OP10,480,433,2069,2020,49
RUN05920,2025-01-22,T1,M02,P03,OP01,480,398,1685,1586,99
RUN05921,2025-01-22,T1,M04,P05,OP16,480,337,915,886,29
RUN05922,2025-01-22,T1,M05,P05,OP04,480,398,2894,2792,102
RUN05923,2025-01-22,T1,M06,P05,OP04,480,402,4115,4115,0
RUN05924,2025-01-22,T1,M07,P04,OP10,480,445,1588,1511,77
RUN05925,2025-01-22,T1,M08,P04,OP01,480,367,1275,1198,77
RUN05926,2025-01-22,T1,M09,P03,OP07,480,447,2528,2438,90
RUN05927,2025-01-22,T1,M10,P01,OP10,480,264,805,791,14
RUN05928,2025-01-22,T1,M11,P01,OP10,480,444,1033,1031,2
RUN05929,2025-01-22,T1,M12,P04,OP04,480,387,700,651,49
RUN05930,2025-01-22,T2,M01,P03,OP02,480,419,2045,2003,42
RUN05931,2025-01-22,T2,M02,P02,OP11,480,342,1504,1483,21
RUN05932,2025-01-22,T2,M03,P05,OP08,480,450,1293,1280,13
RUN05933,2025-01-22,T2,M04,P02,OP17,480,355,1050,991,59
RUN05934,2025-01-22,T2,M05,P02,OP05,480,448,3079,3079,0
RUN05935,2025-01-22,T2,M06,P02,OP11,480,372,3827,3572,255
RUN05936,2025-01-22,T2,M07,P04,OP17,480,402,1505,1451,54
RUN05937,2025-01-22,T2,M08,P01,OP08,480,373,1313,1302,11
RUN05938,2025-01-22,T2,M09,P03,OP14,480,442,2566,2559,7
RUN05939,2025-01-22,T2,M11,P04,OP17,480,464,989,989,0
RUN05940,2025-01-22,T2,M12,P02,OP17,480,333,569,525,44
RUN05941,2025-01-22,T3,M01,P03,OP15,480,435,2006,1974,32
RUN05942,2025-01-22,T3,M02,P03,OP18,480,374,1642,1543,99
RUN05943,2025-01-22,T3,M04,P01,OP03,480,357,907,845,62
RUN05944,2025-01-22,T3,M05,P02,OP03,480,456,3139,3093,46
RUN05945,2025-01-22,T3,M06,P01,OP15,480,362,4085,3989,96
RUN05946,2025-01-22,T3,M08,P05,OP03,480,303,1099,1052,47
RUN05947,2025-01-22,T3,M09,P05,OP06,480,379,2110,2058,52
RUN05948,2025-01-22,T3,M10,P04,OP18,480,301,811,811,0
RUN05949,2025-01-22,T3,M11,P03,OP12,480,336,749,749,0
RUN05950,2025-01-22,T3,M12,P03,OP15,480,401,761,707,54
RUN05951,2025-01-23,T1,M01,P01,OP10,480,402,1773,1622,151
RUN05952,2025-01-23,T1,M02,P03,OP16,480,405,1976,1942,34
RUN05953,2025-01-23,T1,M03,P03,OP10,480,375,990,988,2
RUN05954,2025-01-23,T1,M04,P05,OP13,480,340,889,850,39
RUN05955,2025-01-23,T1,M05,P04,OP04,480,448,3228,3112,116
RUN05956,2025-01-23,T1,M06,P01,OP16,480,410,4550,4343,207
RUN05957,2025-01-23,T1,M07,P01,OP13,480,407,1569,1532,37
RUN05958,2025-01-23,T1,M08,P03,OP04,480,340,1185,1115,70
RUN05959,2025-01-23,T1,M10,P03,OP16,480,393,1217,1194,23
RUN05960,2025-01-23,T1,M11,P01,OP16,480,475,1002,994,8
RUN05961,2025-01-23,T1,M12,P01,OP16,480,332,555,523,32
RUN05962,2025-01-23,T2,M01,P01,OP05,480,411,1845,1796,49
RUN05963,2025-01-23,T2,M03,P02,OP11,480,398,1171,1157,14
RUN05964,2025-01-23,T2,M04,P01,OP05,480,376,969,911,58
RUN05965,2025-01-23,T2,M05,P04,OP14,480,438,2961,2908,53
RUN05966,2025-01-23,T2,M06,P05,OP02,480,412,4556,4374,182
RUN05967,2025-01-23,T2,M07,P02,OP14,480,447,1721,1660,61
RUN05968,2025-01-23,T2,M08,P03,OP17,480,282,989,950,39
RUN05969,2025-01-23,T2,M09,P03,OP08,480,360,2026,1974,52
RUN05970,2025-01-23,T2,M10,P01,OP05,480,379,1112,1073,39
RUN05971,2025-01-23,T2,M11,P03,OP05,480,442,979,934,45
RUN05972,2025-01-23,T2,M12,P03,OP02,480,380,652,606,46
RUN05973,2025-01-23,T3,M01,P05,OP12,480,439,2118,2041,77
RUN05974,2025-01-23,T3,M02,P02,OP09,480,367,1642,1571,71
RUN05975,2025-01-23,T3,M03,P03,OP09,480,391,1062,1031,31
RUN05976,2025-01-23,T3,M04,P04,OP12,480,378,923,865,58
RUN05977,2025-01-23,T3,M05,P02,OP15,480,447,3239,3168,71
RUN05978,2025-01-23,T3,M06,P02,OP18,480,409,4622,4432,190
RUN05979,2025-01-23,T3,M07,P02,OP09,480,389,1459,1453,6
RUN05980,2025-01-23,T3,M08,P05,OP06,480,294,1004,973,31
RUN05981,2025-01-23,T3,M09,P05,OP12,480,410,2460,2386,74
RUN05982,2025-01-23,T3,M11,P04,OP06,480,435,1010,959,51
RUN05983,2025-01-23,T3,M12,P02,OP15,480,366,627,585,42
RUN05984,2025-01-24,T1,M01,P01,OP16,480,407,1909,1909,0
RUN05985,2025-01-24,T1,M02,P03,OP01,480,383,1697,1592,105
RUN05986,2025-01-24,T1,M03,P03,OP16,480,378,1058,992,66
RUN05987,2025-01-24,T1,M05,P01,OP07,480,470,3209,3209,0
RUN05988,2025-01-24,T1,M06,P04,OP04,480,342,3620,3452,168
RUN05989,2025-01-24,T1,M07,P02,OP01,480,265,965,925,40
RUN05990,2025-01-24,T1,M08,P01,OP13,480,427,1572,1525,47
RUN05991,2025-01-24,T1,M12,P03,OP13,480,283,503,471,32
RUN05992,2025-01-24,T2,M01,P02,OP02,480,454,2099,2008,91
RUN05993,2025-01-24,T2,M02,P04,OP05,480,344,1449,1385,64
RUN05994,2025-01-24,T2,M03,P03,OP11,480,395,1058,1005,53
RUN05995,2025-01-24,T2,M05,P02,OP05,480,407,3052,3033,19
RUN05996,2025-01-24,T2,M06,P05,OP05,480,402,4543,4497,46
RUN05997,2025-01-24,T2,M07,P05,OP11,480,388,1546,1525,21
RUN05998,2025-01-24,T2,M08,P01,OP17,480,391,1433,1398,35
RUN05999,2025-01-24,T2,M09,P04,OP08,480,404,2142,2016,126
RUN06000,2025-01-24,T2,M11,P04,OP05,480,450,952,952,0
RUN06001,2025-01-24,T2,M12,P05,OP14,480,392,685,618,67
RUN06002,2025-01-24,T3,M01,P01,OP09,480,365,1741,1685,56
RUN06003,2025-01-24,T3,M02,P04,OP06,480,398,1900,1812,88
RUN06004,2025-01-24,T3,M03,P01,OP09,480,370,1035,1000,35
RUN06005,2025-01-24,T3,M04,P02,OP06,480,358,876,798,78
RUN06006,2025-01-24,T3,M05,P03,OP12,480,434,3048,3039,9
RUN06007,2025-01-24,T3,M06,P02,OP15,480,453,4624,4526,98
RUN06008,2025-01-24,T3,M07,P03,OP15,480,347,1233,1227,6
RUN06009,2025-01-24,T3,M08,P02,OP06,480,410,1383,1383,0
RUN06010,2025-01-24,T3,M09,P02,OP06,480,405,2201,2091,110
RUN06011,2025-01-24,T3,M11,P01,OP18,480,408,954,931,23
RUN06012,2025-01-24,T3,M12,P03,OP18,480,349,615,568,47
RUN06013,2025-01-25,T1,M01,P04,OP16,480,405,2025,2025,0
RUN06014,2025-01-25,T1,M02,P01,OP01,480,391,1823,1726,97
RUN06015,2025-01-25,T1,M04,P03,OP07,480,396,1028,960,68
RUN06016,2025-01-25,T1,M05,P05,OP01,480,280,2039,2039,0
RUN06017,2025-01-25,T1,M08,P04,OP04,480,366,1380,1293,87
RUN06018,2025-01-25,T1,M09,P05,OP16,480,419,2426,2426,0
RUN06019,2025-01-25,T1,M10,P04,OP01,480,420,1344,1320,24
RUN06020,2025-01-25,T1,M11,P02,OP13,480,433,984,984,0
RUN06021,2025-01-25,T1,M12,P05,OP13,480,344,601,562,39
RUN06022,2025-01-25,T2,M03,P02,OP17,480,427,1149,1115,34
RUN06023,2025-01-25,T2,M04,P04,OP14,480,330,848,790,58
RUN06024,2025-01-25,T2,M05,P05,OP05,480,446,3148,3100,48
RUN06025,2025-01-25,T2,M08,P02,OP17,480,374,1211,1159,52
RUN06026,2025-01-25,T2,M09,P03,OP02,480,447,2283,2217,66
RUN06027,2025-01-25,T2,M10,P04,OP17,480,354,1089,1068,21
RUN06028,2025-01-25,T2,M12,P05,OP08,480,307,553,526,27
RUN06029,2025-01-25,T3,M01,P04,OP15,480,437,2051,2051,0
RUN06030,2025-01-25,T3,M05,P04,OP15,480,411,2833,2833,0
RUN06031,2025-01-25,T3,M07,P01,OP09,480,374,1409,1312,97
RUN06032,2025-01-25,T3,M08,P03,OP06,480,289,968,925,43
RUN06033,2025-01-25,T3,M09,P03,OP15,480,402,2317,2299,18
RUN06034,2025-01-25,T3,M10,P01,OP03,480,413,1235,1181,54
RUN06035,2025-01-25,T3,M12,P03,OP15,480,334,590,560,30
RUN06036,2025-01-26,T1,M02,P05,OP10,480,417,1858,1858,0
RUN06037,2025-01-26,T1,M03,P04,OP07,480,451,1275,1256,19
RUN06038,2025-01-26,T1,M04,P05,OP07,480,311,802,746,56
RUN06039,2025-01-26,T1,M06,P03,OP07,480,420,5040,4759,281
RUN06040,2025-01-26,T1,M07,P02,OP10,480,429,1550,1467,83
RUN06041,2025-01-26,T1,M08,P05,OP13,480,331,1197,1177,20
RUN06042,2025-01-26,T1,M09,P05,OP01,480,356,2054,2029,25
RUN06043,2025-01-26,T1,M11,P02,OP07,480,441,992,958,34
RUN06044,2025-01-26,T1,M12,P01,OP10,480,380,654,622,32
RUN06045,2025-01-26,T2,M02,P03,OP08,480,361,1584,1484,100
RUN06046,2025-01-26,T2,M06,P01,OP05,480,368,4035,3890,145
RUN06047,2025-01-26,T2,M07,P03,OP17,480,401,1350,1346,4
RUN06048,2025-01-26,T2,M08,P02,OP05,480,333,1216,1122,94
RUN06049,2025-01-26,T2,M09,P03,OP08,480,465,2790,2790,0
RUN06050,2025-01-26,T2,M10,P05,OP11,480,339,943,877,66
RUN06051,2025-01-26,T2,M11,P04,OP11,480,415,875,867,8
RUN06052,2025-01-26,T2,M12,P01,OP17,480,377,614,576,38
RUN06053,2025-01-26,T3,M03,P03,OP03,480,348,980,971,9
RUN06054,2025-01-26,T3,M10,P03,OP06,480,374,1104,1048,56
RUN06055,2025-01-26,T3,M11,P02,OP18,480,397,798,796,2
RUN06056,2025-01-27,T1,M01,P05,OP10,480,403,2015,2015,0
RUN06057,2025-01-27,T1,M02,P03,OP01,480,391,1899,1852,47
RUN06058,2025-01-27,T1,M03,P02,OP10,480,389,1081,1035,46
RUN06059,2025-01-27,T1,M04,P05,OP07,480,346,907,864,43
RUN06060,2025-01-27,T1,M05,P02,OP16,480,439,2924,2924,0
RUN06061,2025-01-27,T1,M06,P01,OP16,480,342,3728,3507,221
RUN06062,2025-01-27,T1,M07,P05,OP10,480,374,1369,1354,15
RUN06063,2025-01-27,T1,M08,P02,OP04,480,328,1090,1023,67
RUN06064,2025-01-27,T1,M09,P05,OP04,480,353,2047,1963,84
RUN06065,2025-01-27,T1,M10,P02,OP16,480,387,1128,1112,16
RUN06066,2025-01-27,T1,M11,P02,OP16,480,459,1060,1039,21
RUN06067,2025-01-27,T1,M12,P04,OP07,480,367,652,613,39
RUN06068,2025-01-27,T2,M01,P04,OP11,480,375,1805,1749,56
RUN06069,2025-01-27,T2,M02,P03,OP08,480,367,1595,1540,55
RUN06070,2025-01-27,T2,M03,P05,OP17,480,396,1188,1156,32
RUN06071,2025-01-27,T2,M04,P04,OP02,480,383,958,914,44
RUN06072,2025-01-27,T2,M05,P02,OP02,480,463,3135,3031,104
RUN06073,2025-01-27,T2,M06,P04,OP11,480,404,4579,4377,202
RUN06074,2025-01-27,T2,M07,P03,OP08,480,368,1332,1275,57
RUN06075,2025-01-27,T2,M08,P01,OP05,480,399,1436,1384,52
RUN06076,2025-01-27,T2,M09,P02,OP14,480,366,1937,1896,41
RUN06077,2025-01-27,T2,M10,P02,OP05,480,303,916,857,59
RUN06078,2025-01-27,T2,M11,P01,OP17,480,453,1061,1061,0
RUN06079,2025-01-27,T2,M12,P05,OP08,480,298,552,513,39
RUN06080,2025-01-27,T3,M01,P05,OP18,480,406,2030,1956,74
RUN06081,2025-01-27,T3,M02,P03,OP06,480,326,1387,1343,44
RUN06082,2025-01-27,T3,M03,P02,OP12,480,405,1104,1074,30
RUN06083,2025-01-27,T3,M04,P04,OP18,480,375,992,929,63
RUN06084,2025-01-27,T3,M05,P01,OP12,480,356,2649,2649,0
RUN06085,2025-01-27,T3,M07,P05,OP15,480,390,1427,1427,0
RUN06086,2025-01-27,T3,M08,P04,OP06,480,369,1274,1230,44
RUN06087,2025-01-27,T3,M09,P05,OP06,480,386,2183,2118,65
RUN06088,2025-01-27,T3,M10,P04,OP18,480,377,983,949,34
RUN06089,2025-01-27,T3,M11,P02,OP15,480,384,839,791,48
RUN06090,2025-01-27,T3,M12,P02,OP18,480,343,642,593,49
RUN06091,2025-01-28,T1,M01,P02,OP16,480,414,2048,2033,15
RUN06092,2025-01-28,T1,M02,P04,OP04,480,354,1507,1449,58
RUN06093,2025-01-28,T1,M03,P05,OP04,480,336,922,852,70
RUN06094,2025-01-28,T1,M04,P05,OP16,480,358,956,891,65
RUN06095,2025-01-28,T1,M05,P03,OP10,480,427,2990,2990,0
RUN06096,2025-01-28,T1,M06,P02,OP01,480,377,4152,3985,167
RUN06097,2025-01-28,T1,M08,P03,OP13,480,414,1420,1355,65
RUN06098,2025-01-28,T1,M10,P05,OP07,480,348,994,960,34
RUN06099,2025-01-28,T1,M11,P01,OP10,480,427,904,890,14
RUN06100,2025-01-28,T1,M12,P01,OP04,480,338,533,500,33
RUN06101,2025-01-28,T2,M01,P03,OP05,480,420,2013,1966,47
RUN06102,2025-01-28,T2,M02,P05,OP08,480,382,1528,1488,40
RUN06103,2025-01-28,T2,M04,P02,OP17,480,355,1023,956,67
RUN06104,2025-01-28,T2,M05,P02,OP08,480,454,3241,3209,32
RUN06105,2025-01-28,T2,M06,P03,OP02,480,372,4376,4312,64
RUN06106,2025-01-28,T2,M07,P05,OP08,480,385,1400,1322,78
RUN06107,2025-01-28,T2,M08,P03,OP08,480,266,901,848,53
RUN06108,2025-01-28,T2,M09,P05,OP11,480,443,2406,2394,12
RUN06109,2025-01-28,T2,M10,P03,OP08,480,389,1201,1172,29
RUN06110,2025-01-28,T2,M11,P02,OP05,480,416,853,850,3
RUN06111,2025-01-28,T2,M12,P05,OP14,480,336,578,528,50
RUN06112,2025-01-28,T3,M01,P03,OP18,480,474,2293,2248,45
RUN06113,2025-01-28,T3,M02,P01,OP18,480,342,1580,1524,56
RUN06114,2025-01-28,T3,M03,P04,OP18,480,368,1046,1008,38
RUN06115,2025-01-28,T3,M04,P02,OP15,480,355,888,849,39
RUN06116,2025-01-28,T3,M05,P02,OP18,480,415,3018,3018,0
RUN06117,2025-01-28,T3,M06,P05,OP06,480,380,4354,4244,110
RUN06118,2025-01-28,T3,M07,P02,OP15,480,419,1528,1507,21
RUN06119,2025-01-28,T3,M09,P03,OP18,480,361,2110,2054,56
RUN06120,2025-01-28,T3,M10,P05,OP06,480,385,1038,992,46
RUN06121,2025-01-28,T3,M11,P05,OP15,480,393,876,838,38
RUN06122,2025-01-28,T3,M12,P05,OP03,480,386,704,637,67
RUN06123,2025-01-29,T1,M01,P05,OP13,480,475,2362,2310,52
RUN06124,2025-01-29,T1,M02,P02,OP01,480,297,1362,1318,44
RUN06125,2025-01-29,T1,M03,P05,OP01,480,431,1176,1147,29
RUN06126,2025-01-29,T1,M04,P03,OP13,480,365,950,885,65
RUN06127,2025-01-29,T1,M05,P02,OP10,480,412,2897,2894,3
RUN06128,2025-01-29,T1,M06,P03,OP10,480,386,4407,4257,150
RUN06129,2025-01-29,T1,M07,P05,OP16,480,417,1501,1433,68
RUN06130,2025-01-29,T1,M08,P02,OP16,480,393,1354,1267,87
RUN06131,2025-01-29,T1,M09,P03,OP13,480,392,2235,2183,52
RUN06132,2025-01-29,T1,M10,P03,OP16,480,389,1178,1107,71
RUN06133,2025-01-29,T1,M12,P04,OP01,480,381,714,676,38
RUN06134,2025-01-29,T2,M01,P04,OP05,480,325,1578,1513,65
RUN06135,2025-01-29,T2,M02,P01,OP05,480,343,1546,1451,95
RUN06136,2025-01-29,T2,M03,P04,OP05,480,374,1033,995,38
RUN06137,2025-01-29,T2,M04,P01,OP11,480,405,1001,953,48
RUN06138,2025-01-29,T2,M05,P02,OP14,480,467,3353,3256,97
RUN06139,2025-01-29,T2,M06,P04,OP11,480,305,3468,3468,0
RUN06140,2025-01-29,T2,M08,P04,OP11,480,344,1231,1164,67
RUN06141,2025-01-29,T2,M09,P03,OP05,480,366,2071,1956,115
RUN06142,2025-01-29,T2,M10,P04,OP08,480,380,1153,1131,22
RUN06143,2025-01-29,T2,M11,P03,OP05,480,442,991,961,30
RUN06144,2025-01-29,T2,M12,P05,OP02,480,346,656,609,47
RUN06145,2025-01-29,T3,M01,P05,OP15,480,379,1744,1666,78
RUN06146,2025-01-29,T3,M02,P03,OP12,480,364,1551,1475,76
RUN06147,2025-01-29,T3,M03,P03,OP03,480,369,1069,1069,0
RUN06148,2025-01-29,T3,M04,P04,OP15,480,267,733,664,69
RUN06149,2025-01-29,T3,M05,P03,OP06,480,395,2839,2839,0
RUN06150,2025-01-29,T3,M07,P01,OP12,480,413,1568,1472,96
RUN06151,2025-01-29,T3,M08,P03,OP06,480,283,1010,975,35
RUN06152,2025-01-29,T3,M09,P01,OP09,480,393,2246,2150,96
RUN06153,2025-01-29,T3,M10,P05,OP03,480,337,1030,1013,17
RUN06154,2025-01-29,T3,M11,P03,OP03,480,450,1007,1007,0
RUN06155,2025-01-29,T3,M12,P05,OP06,480,307,535,489,46
RUN06156,2025-01-30,T1,M01,P05,OP16,480,423,1978,1978,0
RUN06157,2025-01-30,T1,M02,P02,OP10,480,387,1730,1557,173
RUN06158,2025-01-30,T1,M03,P01,OP07,480,461,1298,1212,86
RUN06159,2025-01-30,T1,M04,P01,OP07,480,270,690,638,52
RUN06160,2025-01-30,T1,M05,P04,OP16,480,423,2957,2957,0
RUN06161,2025-01-30,T1,M06,P05,OP10,480,355,4126,3927,199
RUN06162,2025-01-30,T1,M07,P03,OP13,480,367,1424,1369,55
RUN06163,2025-01-30,T1,M08,P05,OP10,480,287,975,919,56
RUN06164,2025-01-30,T1,M09,P02,OP04,480,408,2298,2188,110
RUN06165,2025-01-30,T1,M10,P04,OP04,480,420,1238,1144,94
RUN06166,2025-01-30,T1,M11,P02,OP07,480,422,937,899,38
RUN06167,2025-01-30,T2,M01,P05,OP14,480,432,1962,1925,37
RUN06168,2025-01-30,T2,M02,P04,OP02,480,356,1664,1637,27
RUN06169,2025-01-30,T2,M03,P03,OP02,480,428,1157,1156,1
RUN06170,2025-01-30,T2,M05,P04,OP02,480,426,3117,3117,0
RUN06171,2025-01-30,T2,M06,P05,OP17,480,403,4138,4057,81
RUN06172,2025-01-30,T2,M07,P04,OP14,480,433,1561,1490,71
RUN06173,2025-01-30,T2,M08,P02,OP14,480,368,1316,1262,54
RUN06174,2025-01-30,T2,M09,P02,OP08,480,471,2632,2615,17
RUN06175,2025-01-30,T2,M11,P03,OP17,480,389,871,851,20
RUN06176,2025-01-30,T2,M12,P01,OP02,480,335,594,534,60
RUN06177,2025-01-30,T3,M01,P02,OP03,480,438,2087,2070,17
RUN06178,2025-01-30,T3,M02,P05,OP03,480,405,1858,1828,30
RUN06179,2025-01-30,T3,M04,P04,OP09,480,378,988,956,32
RUN06180,2025-01-30,T3,M06,P05,OP03,480,318,3154,3014,140
RUN06181,2025-01-30,T3,M07,P04,OP03,480,403,1475,1453,22
RUN06182,2025-01-30,T3,M08,P05,OP12,480,344,1269,1210,59
RUN06183,2025-01-30,T3,M09,P01,OP06,480,453,2541,2539,2
RUN06184,2025-01-30,T3,M10,P04,OP06,480,396,1223,1223,0
RUN06185,2025-01-30,T3,M11,P01,OP09,480,422,901,881,20
RUN06186,2025-01-30,T3,M12,P04,OP18,480,395,716,684,32
RUN06187,2025-01-31,T1,M01,P02,OP07,480,386,1908,1880,28
RUN06188,2025-01-31,T1,M02,P02,OP13,480,303,1200,1156,44
RUN06189,2025-01-31,T1,M03,P03,OP16,480,392,1135,1092,43
RUN06190,2025-01-31,T1,M04,P01,OP01,480,401,1084,996,88
RUN06191,2025-01-31,T1,M05,P01,OP04,480,379,2607,2552,55
RUN06192,2025-01-31,T1,M06,P02,OP16,480,347,4160,3865,295
RUN06193,2025-01-31,T1,M07,P01,OP10,480,425,1500,1463,37
RUN06194,2025-01-31,T1,M08,P04,OP07,480,355,1279,1232,47
RUN06195,2025-01-31,T1,M09,P02,OP16,480,436,2493,2460,33
RUN06196,2025-01-31,T1,M10,P04,OP13,480,366,1113,1071,42
RUN06197,2025-01-31,T1,M12,P04,OP16,480,264,446,423,23
RUN06198,2025-01-31,T2,M01,P02,OP14,480,277,1372,1372,0
RUN06199,2025-01-31,T2,M02,P05,OP11,480,383,1568,1515,53
RUN06200,2025-01-31,T2,M03,P04,OP08,480,390,1106,1079,27
RUN06201,2025-01-31,T2,M04,P04,OP11,480,299,752,723,29
RUN06202,2025-01-31,T2,M05,P02,OP11,480,403,2940,2839,101
RUN06203,2025-01-31,T2,M07,P02,OP02,480,374,1392,1351,41
RUN06204,2025-01-31,T2,M08,P02,OP02,480,319,1151,1117,34
RUN06205,2025-01-31,T2,M09,P03,OP11,480,455,2596,2558,38
RUN06206,2025-01-31,T2,M10,P01,OP14,480,365,1216,1129,87
RUN06207,2025-01-31,T2,M11,P04,OP05,480,439,980,947,33
RUN06208,2025-01-31,T2,M12,P01,OP17,480,271,443,400,43
RUN06209,2025-01-31,T3,M01,P01,OP09,480,399,1995,1956,39
RUN06210,2025-01-31,T3,M02,P03,OP18,480,363,1511,1493,18
RUN06211,2025-01-31,T3,M03,P03,OP03,480,314,905,860,45
RUN06212,2025-01-31,T3,M04,P04,OP15,480,376,993,969,24
RUN06213,2025-01-31,T3,M05,P03,OP03,480,409,2955,2951,4
RUN06214,2025-01-31,T3,M06,P03,OP18,480,349,3837,3764,73
RUN06215,2025-01-31,T3,M07,P01,OP15,480,399,1413,1318,95
RUN06216,2025-01-31,T3,M08,P02,OP06,480,367,1244,1169,75
RUN06217,2025-01-31,T3,M09,P01,OP06,480,322,1932,1922,10
RUN06218,2025-01-31,T3,M10,P01,OP15,480,366,1056,1028,28
RUN06219,2025-01-31,T3,M11,P04,OP06,480,409,866,855,11
