event_id,run_id,machine_id,production_date,reason_id,duration_min
EVT051250,RUN09556,M12,2025-05-27,R08,17
EVT051251,RUN09556,M12,2025-05-27,R04,70
EVT051252,RUN09557,M01,2025-05-28,R06,46
EVT051253,RUN09558,M02,2025-05-28,R09,1
EVT051254,RUN09558,M02,2025-05-28,R06,7
EVT051255,RUN09558,M02,2025-05-28,R06,3
EVT051256,RUN09558,M02,2025-05-28,R14,3
EVT051257,RUN09558,M02,2025-05-28,R10,4
EVT051258,RUN09558,M02,2025-05-28,R06,3
EVT051259,RUN09558,M02,2025-05-28,R05,2
EVT051260,RUN09558,M02,2025-05-28,R01,27
EVT051261,RUN09558,M02,2025-05-28,R04,163
EVT051262,RUN09559,M04,2025-05-28,R09,5
EVT051263,RUN09559,M04,2025-05-28,R03,1
EVT051264,RUN09559,M04,2025-05-28,R12,28
EVT051265,RUN09559,M04,2025-05-28,R06,41
EVT051266,RUN09559,M04,2025-05-28,R06,1
EVT051267,RUN09559,M04,2025-05-28,R06,16
EVT051268,RUN09559,M04,2025-05-28,R11,12
EVT051269,RUN09559,M04,2025-05-28,R01,102
EVT051270,RUN09560,M05,2025-05-28,R05,3
EVT051271,RUN09560,M05,2025-05-28,R13,14
EVT051272,RUN09560,M05,2025-05-28,R01,20
EVT051273,RUN09560,M05,2025-05-28,R05,23
EVT051274,RUN09561,M06,2025-05-28,R04,19
EVT051275,RUN09561,M06,2025-05-28,R05,11
EVT051276,RUN09561,M06,2025-05-28,R09,7
EVT051277,RUN09561,M06,2025-05-28,R08,4
EVT051278,RUN09561,M06,2025-05-28,R09,6
EVT051279,RUN09561,M06,2025-05-28,R06,41
EVT051280,RUN09562,M07,2025-05-28,R03,9
EVT051281,RUN09562,M07,2025-05-28,R08,3
EVT051282,RUN09562,M07,2025-05-28,R13,44
EVT051283,RUN09563,M09,2025-05-28,R10,55
EVT051284,RUN09564,M10,2025-05-28,R14,11
EVT051285,RUN09564,M10,2025-05-28,R06,11
EVT051286,RUN09564,M10,2025-05-28,R09,3
EVT051287,RUN09564,M10,2025-05-28,R01,34
EVT051288,RUN09564,M10,2025-05-28,R04,35
EVT051289,RUN09565,M11,2025-05-28,R09,25
EVT051290,RUN09565,M11,2025-05-28,R06,1
EVT051291,RUN09565,M11,2025-05-28,R04,51
EVT051292,RUN09565,M11,2025-05-28,R07,16
EVT051293,RUN09566,M12,2025-05-28,R05,10
EVT051294,RUN09566,M12,2025-05-28,R09,1
EVT051295,RUN09566,M12,2025-05-28,R09,25
EVT051296,RUN09566,M12,2025-05-28,R14,2
EVT051297,RUN09566,M12,2025-05-28,R04,4
EVT051298,RUN09566,M12,2025-05-28,R05,15
EVT051299,RUN09566,M12,2025-05-28,R15,7
EVT051300,RUN09566,M12,2025-05-28,R15,32
EVT051301,RUN09566,M12,2025-05-28,R10,13
EVT051302,RUN09566,M12,2025-05-28,R04,3
EVT051303,RUN09566,M12,2025-05-28,R14,3
EVT051304,RUN09566,M12,2025-05-28,R05,2
EVT051305,RUN09566,M12,2025-05-28,R05,30
EVT051306,RUN09566,M12,2025-05-28,R09,17
EVT051307,RUN09567,M01,2025-05-28,R05,58
EVT051308,RUN09567,M01,2025-05-28,R14,4
EVT051309,RUN09567,M01,2025-05-28,R03,36
EVT051310,RUN09568,M02,2025-05-28,R04,15
EVT051311,RUN09568,M02,2025-05-28,R09,2
EVT051312,RUN09568,M02,2025-05-28,R12,27
EVT051313,RUN09568,M02,2025-05-28,R09,4
EVT051314,RUN09568,M02,2025-05-28,R01,39
EVT051315,RUN09569,M03,2025-05-28,R01,44
EVT051316,RUN09570,M04,2025-05-28,R08,18
EVT051317,RUN09570,M04,2025-05-28,R05,47
EVT051318,RUN09570,M04,2025-05-28,R14,1
EVT051319,RUN09570,M04,2025-05-28,R06,6
EVT051320,RUN09570,M04,2025-05-28,R02,143
EVT051321,RUN09571,M05,2025-05-28,R01,6
EVT051322,RUN09571,M05,2025-05-28,R05,18
EVT051323,RUN09572,M06,2025-05-28,R05,21
EVT051324,RUN09572,M06,2025-05-28,R06,19
EVT051325,RUN09572,M06,2025-05-28,R01,56
EVT051326,RUN09573,M07,2025-05-28,R01,28
EVT051327,RUN09573,M07,2025-05-28,R09,1
EVT051328,RUN09573,M07,2025-05-28,R09,3
EVT051329,RUN09573,M07,2025-05-28,R09,5
EVT051330,RUN09573,M07,2025-05-28,R09,8
EVT051331,RUN09573,M07,2025-05-28,R03,2
EVT051332,RUN09573,M07,2025-05-28,R09,17
EVT051333,RUN09573,M07,2025-05-28,R08,4
EVT051334,RUN09573,M07,2025-05-28,R07,3
EVT051335,RUN09573,M07,2025-05-28,R14,1
EVT051336,RUN09573,M07,2025-05-28,R01,13
EVT051337,RUN09573,M07,2025-05-28,R05,1
EVT051338,RUN09573,M07,2025-05-28,R10,14
EVT051339,RUN09574,M08,2025-05-28,R04,18
EVT051340,RUN09574,M08,2025-05-28,R07,11
EVT051341,RUN09574,M08,2025-05-28,R07,26
EVT051342,RUN09574,M08,2025-05-28,R04,3
EVT051343,RUN09574,M08,2025-05-28,R06,7
EVT051344,RUN09574,M08,2025-05-28,R01,32
EVT051345,RUN09574,M08,2025-05-28,R05,15
EVT051346,RUN09574,M08,2025-05-28,R01,2
EVT051347,RUN09574,M08,2025-05-28,R05,61
EVT051348,RUN09575,M09,2025-05-28,R01,57
EVT051349,RUN09575,M09,2025-05-28,R13,24
EVT051350,RUN09575,M09,2025-05-28,R09,2
EVT051351,RUN09575,M09,2025-05-28,R09,5
EVT051352,RUN09575,M09,2025-05-28,R14,22
EVT051353,RUN09576,M10,2025-05-28,R14,1
EVT051354,RUN09576,M10,2025-05-28,R10,6
EVT051355,RUN09576,M10,2025-05-28,R01,7
EVT051356,RUN09576,M10,2025-05-28,R03,1
EVT051357,RUN09576,M10,2025-05-28,R09,3
EVT051358,RUN09576,M10,2025-05-28,R10,1
EVT051359,RUN09576,M10,2025-05-28,R14,2
EVT051360,RUN09576,M10,2025-05-28,R10,40
EVT051361,RUN09576,M10,2025-05-28,R03,2
EVT051362,RUN09576,M10,2025-05-28,R09,16
EVT051363,RUN09576,M10,2025-05-28,R03,7
EVT051364,RUN09577,M11,2025-05-28,R13,6
EVT051365,RUN09577,M11,2025-05-28,R05,1
EVT051366,RUN09577,M11,2025-05-28,R13,3
EVT051367,RUN09577,M11,2025-05-28,R05,9
EVT051368,RUN09577,M11,2025-05-28,R11,7
EVT051369,RUN09577,M11,2025-05-28,R01,13
EVT051370,RUN09577,M11,2025-05-28,R15,23
EVT051371,RUN09578,M12,2025-05-28,R02,54
EVT051372,RUN09578,M12,2025-05-28,R08,18
EVT051373,RUN09578,M12,2025-05-28,R01,14
EVT051374,RUN09578,M12,2025-05-28,R11,1
EVT051375,RUN09578,M12,2025-05-28,R14,2
EVT051376,RUN09579,M03,2025-05-28,R10,8
EVT051377,RUN09579,M03,2025-05-28,R10,4
EVT051378,RUN09579,M03,2025-05-28,R10,10
EVT051379,RUN09579,M03,2025-05-28,R14,8
EVT051380,RUN09579,M03,2025-05-28,R04,19
EVT051381,RUN09580,M04,2025-05-28,R03,29
EVT051382,RUN09580,M04,2025-05-28,R05,26
EVT051383,RUN09580,M04,2025-05-28,R12,4
EVT051384,RUN09580,M04,2025-05-28,R01,11
EVT051385,RUN09580,M04,2025-05-28,R14,8
EVT051386,RUN09580,M04,2025-05-28,R04,32
EVT051387,RUN09581,M06,2025-05-28,R01,10
EVT051388,RUN09581,M06,2025-05-28,R14,11
EVT051389,RUN09581,M06,2025-05-28,R05,48
EVT051390,RUN09581,M06,2025-05-28,R12,9
EVT051391,RUN09581,M06,2025-05-28,R04,4
EVT051392,RUN09581,M06,2025-05-28,R11,1
EVT051393,RUN09581,M06,2025-05-28,R05,35
EVT051394,RUN09582,M07,2025-05-28,R10,8
EVT051395,RUN09582,M07,2025-05-28,R06,10
EVT051396,RUN09582,M07,2025-05-28,R06,15
EVT051397,RUN09582,M07,2025-05-28,R12,1
EVT051398,RUN09582,M07,2025-05-28,R15,9
EVT051399,RUN09582,M07,2025-05-28,R02,47
EVT051400,RUN09583,M08,2025-05-28,R01,28
EVT051401,RUN09583,M08,2025-05-28,R05,29
EVT051402,RUN09583,M08,2025-05-28,R06,46
EVT051403,RUN09584,M09,2025-05-28,R01,64
EVT051404,RUN09584,M09,2025-05-28,R07,10
EVT051405,RUN09585,M10,2025-05-28,R14,1
EVT051406,RUN09585,M10,2025-05-28,R15,12
EVT051407,RUN09585,M10,2025-05-28,R10,6
EVT051408,RUN09585,M10,2025-05-28,R14,12
EVT051409,RUN09585,M10,2025-05-28,R02,7
EVT051410,RUN09585,M10,2025-05-28,R14,5
EVT051411,RUN09585,M10,2025-05-28,R03,27
EVT051412,RUN09586,M11,2025-05-28,R05,51
EVT051413,RUN09587,M12,2025-05-28,R05,16
EVT051414,RUN09587,M12,2025-05-28,R08,4
EVT051415,RUN09587,M12,2025-05-28,R07,39
EVT051416,RUN09587,M12,2025-05-28,R09,1
EVT051417,RUN09587,M12,2025-05-28,R09,2
EVT051418,RUN09587,M12,2025-05-28,R05,48
EVT051419,RUN09587,M12,2025-05-28,R13,7
EVT051420,RUN09587,M12,2025-05-28,R05,2
EVT051421,RUN09587,M12,2025-05-28,R02,4
EVT051422,RUN09587,M12,2025-05-28,R03,1
EVT051423,RUN09587,M12,2025-05-28,R05,19
EVT051424,RUN09588,M01,2025-05-29,R04,42
EVT051425,RUN09589,M02,2025-05-29,R09,12
EVT051426,RUN09589,M02,2025-05-29,R09,7
EVT051427,RUN09589,M02,2025-05-29,R08,8
EVT051428,RUN09589,M02,2025-05-29,R06,2
EVT051429,RUN09589,M02,2025-05-29,R06,14
EVT051430,RUN09589,M02,2025-05-29,R05,8
EVT051431,RUN09589,M02,2025-05-29,R13,20
EVT051432,RUN09589,M02,2025-05-29,R01,1
EVT051433,RUN09589,M02,2025-05-29,R10,30
EVT051434,RUN09589,M02,2025-05-29,R14,1
EVT051435,RUN09589,M02,2025-05-29,R06,6
EVT051436,RUN09589,M02,2025-05-29,R03,19
EVT051437,RUN09589,M02,2025-05-29,R03,17
EVT051438,RUN09590,M03,2025-05-29,R14,4
EVT051439,RUN09590,M03,2025-05-29,R14,9
EVT051440,RUN09590,M03,2025-05-29,R08,45
EVT051441,RUN09591,M04,2025-05-29,R11,17
EVT051442,RUN09591,M04,2025-05-29,R12,25
EVT051443,RUN09591,M04,2025-05-29,R04,28
EVT051444,RUN09591,M04,2025-05-29,R09,1
EVT051445,RUN09591,M04,2025-05-29,R10,1
EVT051446,RUN09591,M04,2025-05-29,R10,2
EVT051447,RUN09591,M04,2025-05-29,R03,3
EVT051448,RUN09591,M04,2025-05-29,R06,6
EVT051449,RUN09591,M04,2025-05-29,R06,6
EVT051450,RUN09591,M04,2025-05-29,R09,1
EVT051451,RUN09591,M04,2025-05-29,R05,5
EVT051452,RUN09591,M04,2025-05-29,R02,117
EVT051453,RUN09592,M06,2025-05-29,R08,1
EVT051454,RUN09592,M06,2025-05-29,R14,2
EVT051455,RUN09592,M06,2025-05-29,R07,18
EVT051456,RUN09592,M06,2025-05-29,R05,4
EVT051457,RUN09592,M06,2025-05-29,R09,1
EVT051458,RUN09592,M06,2025-05-29,R12,18
EVT051459,RUN09592,M06,2025-05-29,R09,4
EVT051460,RUN09592,M06,2025-05-29,R06,1
EVT051461,RUN09592,M06,2025-05-29,R09,2
EVT051462,RUN09592,M06,2025-05-29,R11,5
EVT051463,RUN09592,M06,2025-05-29,R09,8
EVT051464,RUN09592,M06,2025-05-29,R05,3
EVT051465,RUN09592,M06,2025-05-29,R09,10
EVT051466,RUN09592,M06,2025-05-29,R12,51
EVT051467,RUN09593,M07,2025-05-29,R06,35
EVT051468,RUN09593,M07,2025-05-29,R05,7
EVT051469,RUN09593,M07,2025-05-29,R05,23
EVT051470,RUN09594,M08,2025-05-29,R04,9
EVT051471,RUN09594,M08,2025-05-29,R11,8
EVT051472,RUN09594,M08,2025-05-29,R05,46
EVT051473,RUN09594,M08,2025-05-29,R05,1
EVT051474,RUN09594,M08,2025-05-29,R04,11
EVT051475,RUN09595,M09,2025-05-29,R13,10
EVT051476,RUN09595,M09,2025-05-29,R12,3
EVT051477,RUN09595,M09,2025-05-29,R01,8
EVT051478,RUN09595,M09,2025-05-29,R14,2
EVT051479,RUN09595,M09,2025-05-29,R04,2
EVT051480,RUN09595,M09,2025-05-29,R04,1
EVT051481,RUN09595,M09,2025-05-29,R02,86
EVT051482,RUN09596,M10,2025-05-29,R05,7
EVT051483,RUN09596,M10,2025-05-29,R05,6
EVT051484,RUN09596,M10,2025-05-29,R01,8
EVT051485,RUN09596,M10,2025-05-29,R01,32
EVT051486,RUN09596,M10,2025-05-29,R09,3
EVT051487,RUN09596,M10,2025-05-29,R04,53
EVT051488,RUN09597,M11,2025-05-29,R01,35
EVT051489,RUN09597,M11,2025-05-29,R02,72
EVT051490,RUN09598,M01,2025-05-29,R05,52
EVT051491,RUN09599,M02,2025-05-29,R05,31
EVT051492,RUN09599,M02,2025-05-29,R07,17
EVT051493,RUN09599,M02,2025-05-29,R01,106
EVT051494,RUN09600,M03,2025-05-29,R10,4
EVT051495,RUN09600,M03,2025-05-29,R11,9
EVT051496,RUN09600,M03,2025-05-29,R05,1
EVT051497,RUN09600,M03,2025-05-29,R14,12
EVT051498,RUN09601,M04,2025-05-29,R06,21
EVT051499,RUN09601,M04,2025-05-29,R09,10
EVT051500,RUN09601,M04,2025-05-29,R05,29
EVT051501,RUN09602,M05,2025-05-29,R13,19
EVT051502,RUN09602,M05,2025-05-29,R09,5
EVT051503,RUN09602,M05,2025-05-29,R01,42
EVT051504,RUN09603,M06,2025-05-29,R09,5
EVT051505,RUN09603,M06,2025-05-29,R05,30
EVT051506,RUN09603,M06,2025-05-29,R04,52
EVT051507,RUN09603,M06,2025-05-29,R06,1
EVT051508,RUN09603,M06,2025-05-29,R12,1
EVT051509,RUN09603,M06,2025-05-29,R10,10
EVT051510,RUN09603,M06,2025-05-29,R04,110
EVT051511,RUN09604,M07,2025-05-29,R10,12
EVT051512,RUN09604,M07,2025-05-29,R04,84
EVT051513,RUN09604,M07,2025-05-29,R05,7
EVT051514,RUN09605,M08,2025-05-29,R12,20
EVT051515,RUN09605,M08,2025-05-29,R04,41
EVT051516,RUN09605,M08,2025-05-29,R01,26
EVT051517,RUN09606,M09,2025-05-29,R09,3
EVT051518,RUN09606,M09,2025-05-29,R05,28
EVT051519,RUN09607,M10,2025-05-29,R05,12
EVT051520,RUN09607,M10,2025-05-29,R04,12
EVT051521,RUN09607,M10,2025-05-29,R03,3
EVT051522,RUN09607,M10,2025-05-29,R05,27
EVT051523,RUN09607,M10,2025-05-29,R14,6
EVT051524,RUN09607,M10,2025-05-29,R01,33
EVT051525,RUN09608,M12,2025-05-29,R03,5
EVT051526,RUN09608,M12,2025-05-29,R08,3
EVT051527,RUN09608,M12,2025-05-29,R04,35
EVT051528,RUN09608,M12,2025-05-29,R05,17
EVT051529,RUN09608,M12,2025-05-29,R06,28
EVT051530,RUN09608,M12,2025-05-29,R13,115
EVT051531,RUN09609,M01,2025-05-29,R07,42
EVT051532,RUN09610,M02,2025-05-29,R04,34
EVT051533,RUN09610,M02,2025-05-29,R06,29
EVT051534,RUN09610,M02,2025-05-29,R13,20
EVT051535,RUN09610,M02,2025-05-29,R01,8
EVT051536,RUN09610,M02,2025-05-29,R03,1
EVT051537,RUN09610,M02,2025-05-29,R07,25
EVT051538,RUN09611,M03,2025-05-29,R06,1
EVT051539,RUN09611,M03,2025-05-29,R05,2
EVT051540,RUN09611,M03,2025-05-29,R06,1
EVT051541,RUN09611,M03,2025-05-29,R08,7
EVT051542,RUN09611,M03,2025-05-29,R14,1
EVT051543,RUN09611,M03,2025-05-29,R04,5
EVT051544,RUN09611,M03,2025-05-29,R05,17
EVT051545,RUN09611,M03,2025-05-29,R13,14
EVT051546,RUN09611,M03,2025-05-29,R09,14
EVT051547,RUN09611,M03,2025-05-29,R08,64
EVT051548,RUN09612,M04,2025-05-29,R13,36
EVT051549,RUN09612,M04,2025-05-29,R08,6
EVT051550,RUN09612,M04,2025-05-29,R03,16
EVT051551,RUN09612,M04,2025-05-29,R03,4
EVT051552,RUN09612,M04,2025-05-29,R05,8
EVT051553,RUN09612,M04,2025-05-29,R01,83
EVT051554,RUN09613,M05,2025-05-29,R05,8
EVT051555,RUN09614,M06,2025-05-29,R01,5
EVT051556,RUN09614,M06,2025-05-29,R07,105
EVT051557,RUN09614,M06,2025-05-29,R01,23
EVT051558,RUN09615,M07,2025-05-29,R09,2
EVT051559,RUN09615,M07,2025-05-29,R03,24
EVT051560,RUN09615,M07,2025-05-29,R05,6
EVT051561,RUN09615,M07,2025-05-29,R15,10
EVT051562,RUN09615,M07,2025-05-29,R06,1
EVT051563,RUN09615,M07,2025-05-29,R03,41
EVT051564,RUN09616,M08,2025-05-29,R06,14
EVT051565,RUN09616,M08,2025-05-29,R05,24
EVT051566,RUN09616,M08,2025-05-29,R01,14
EVT051567,RUN09616,M08,2025-05-29,R15,8
EVT051568,RUN09616,M08,2025-05-29,R10,46
EVT051569,RUN09617,M09,2025-05-29,R11,1
EVT051570,RUN09617,M09,2025-05-29,R05,4
EVT051571,RUN09617,M09,2025-05-29,R02,22
EVT051572,RUN09617,M09,2025-05-29,R14,5
EVT051573,RUN09617,M09,2025-05-29,R07,78
EVT051574,RUN09618,M10,2025-05-29,R05,13
EVT051575,RUN09618,M10,2025-05-29,R05,2
EVT051576,RUN09618,M10,2025-05-29,R07,7
EVT051577,RUN09618,M10,2025-05-29,R09,1
EVT051578,RUN09618,M10,2025-05-29,R06,20
EVT051579,RUN09618,M10,2025-05-29,R04,55
EVT051580,RUN09619,M11,2025-05-29,R04,56
EVT051581,RUN09620,M12,2025-05-29,R09,2
EVT051582,RUN09620,M12,2025-05-29,R05,12
EVT051583,RUN09620,M12,2025-05-29,R14,3
EVT051584,RUN09620,M12,2025-05-29,R01,7
EVT051585,RUN09620,M12,2025-05-29,R04,37
EVT051586,RUN09620,M12,2025-05-29,R04,113
EVT051587,RUN09621,M01,2025-05-30,R01,11
EVT051588,RUN09621,M01,2025-05-30,R01,32
EVT051589,RUN09621,M01,2025-05-30,R05,10
EVT051590,RUN09621,M01,2025-05-30,R04,27
EVT051591,RUN09622,M03,2025-05-30,R05,2
EVT051592,RUN09622,M03,2025-05-30,R07,12
EVT051593,RUN09622,M03,2025-05-30,R09,1
EVT051594,RUN09622,M03,2025-05-30,R01,22
EVT051595,RUN09622,M03,2025-05-30,R12,28
EVT051596,RUN09622,M03,2025-05-30,R03,19
EVT051597,RUN09623,M04,2025-05-30,R01,51
EVT051598,RUN09623,M04,2025-05-30,R06,2
EVT051599,RUN09623,M04,2025-05-30,R04,4
EVT051600,RUN09623,M04,2025-05-30,R05,11
EVT051601,RUN09623,M04,2025-05-30,R03,4
EVT051602,RUN09623,M04,2025-05-30,R01,3
EVT051603,RUN09623,M04,2025-05-30,R09,7
EVT051604,RUN09623,M04,2025-05-30,R13,20
EVT051605,RUN09624,M05,2025-05-30,R03,20
EVT051606,RUN09625,M06,2025-05-30,R10,9
EVT051607,RUN09625,M06,2025-05-30,R15,25
EVT051608,RUN09625,M06,2025-05-30,R06,2
EVT051609,RUN09625,M06,2025-05-30,R04,2
EVT051610,RUN09625,M06,2025-05-30,R04,53
EVT051611,RUN09625,M06,2025-05-30,R02,8
EVT051612,RUN09625,M06,2025-05-30,R09,3
EVT051613,RUN09626,M08,2025-05-30,R04,47
EVT051614,RUN09626,M08,2025-05-30,R05,5
EVT051615,RUN09626,M08,2025-05-30,R05,4
EVT051616,RUN09626,M08,2025-05-30,R10,32
EVT051617,RUN09627,M09,2025-05-30,R05,28
EVT051618,RUN09628,M10,2025-05-30,R06,21
EVT051619,RUN09628,M10,2025-05-30,R04,14
EVT051620,RUN09628,M10,2025-05-30,R14,2
EVT051621,RUN09628,M10,2025-05-30,R04,76
EVT051622,RUN09629,M11,2025-05-30,R06,10
EVT051623,RUN09629,M11,2025-05-30,R08,20
EVT051624,RUN09629,M11,2025-05-30,R03,27
EVT051625,RUN09630,M12,2025-05-30,R01,1
EVT051626,RUN09630,M12,2025-05-30,R10,4
EVT051627,RUN09630,M12,2025-05-30,R06,5
EVT051628,RUN09630,M12,2025-05-30,R02,53
EVT051629,RUN09630,M12,2025-05-30,R01,25
EVT051630,RUN09630,M12,2025-05-30,R14,4
EVT051631,RUN09630,M12,2025-05-30,R05,13
EVT051632,RUN09630,M12,2025-05-30,R08,61
EVT051633,RUN09631,M02,2025-05-30,R09,11
EVT051634,RUN09631,M02,2025-05-30,R01,26
EVT051635,RUN09631,M02,2025-05-30,R05,33
EVT051636,RUN09632,M03,2025-05-30,R04,6
EVT051637,RUN09632,M03,2025-05-30,R07,5
EVT051638,RUN09632,M03,2025-05-30,R10,15
EVT051639,RUN09632,M03,2025-05-30,R08,73
EVT051640,RUN09633,M04,2025-05-30,R05,68
EVT051641,RUN09633,M04,2025-05-30,R14,7
EVT051642,RUN09633,M04,2025-05-30,R03,43
EVT051643,RUN09633,M04,2025-05-30,R07,18
EVT051644,RUN09634,M05,2025-05-30,R10,1
EVT051645,RUN09634,M05,2025-05-30,R04,34
EVT051646,RUN09634,M05,2025-05-30,R08,2
EVT051647,RUN09634,M05,2025-05-30,R04,22
EVT051648,RUN09635,M06,2025-05-30,R12,6
EVT051649,RUN09635,M06,2025-05-30,R10,9
EVT051650,RUN09635,M06,2025-05-30,R09,1
EVT051651,RUN09635,M06,2025-05-30,R05,1
EVT051652,RUN09635,M06,2025-05-30,R08,15
EVT051653,RUN09635,M06,2025-05-30,R09,1
EVT051654,RUN09635,M06,2025-05-30,R14,15
EVT051655,RUN09635,M06,2025-05-30,R09,1
EVT051656,RUN09636,M07,2025-05-30,R05,55
EVT051657,RUN09636,M07,2025-05-30,R14,1
EVT051658,RUN09636,M07,2025-05-30,R14,8
EVT051659,RUN09637,M08,2025-05-30,R15,1
EVT051660,RUN09637,M08,2025-05-30,R11,3
EVT051661,RUN09637,M08,2025-05-30,R06,15
EVT051662,RUN09637,M08,2025-05-30,R06,3
EVT051663,RUN09637,M08,2025-05-30,R14,15
EVT051664,RUN09637,M08,2025-05-30,R04,37
EVT051665,RUN09637,M08,2025-05-30,R14,1
EVT051666,RUN09637,M08,2025-05-30,R03,2
EVT051667,RUN09637,M08,2025-05-30,R04,15
EVT051668,RUN09637,M08,2025-05-30,R01,51
EVT051669,RUN09638,M09,2025-05-30,R04,19
EVT051670,RUN09638,M09,2025-05-30,R10,2
EVT051671,RUN09638,M09,2025-05-30,R06,9
EVT051672,RUN09638,M09,2025-05-30,R10,1
EVT051673,RUN09639,M11,2025-05-30,R07,38
EVT051674,RUN09639,M11,2025-05-30,R06,1
EVT051675,RUN09639,M11,2025-05-30,R05,18
EVT051676,RUN09639,M11,2025-05-30,R05,1
EVT051677,RUN09639,M11,2025-05-30,R06,7
EVT051678,RUN09639,M11,2025-05-30,R07,22
EVT051679,RUN09640,M12,2025-05-30,R09,1
EVT051680,RUN09640,M12,2025-05-30,R06,24
EVT051681,RUN09640,M12,2025-05-30,R14,7
EVT051682,RUN09640,M12,2025-05-30,R08,19
EVT051683,RUN09640,M12,2025-05-30,R10,19
EVT051684,RUN09640,M12,2025-05-30,R07,17
EVT051685,RUN09640,M12,2025-05-30,R14,2
EVT051686,RUN09640,M12,2025-05-30,R05,29
EVT051687,RUN09640,M12,2025-05-30,R01,14
EVT051688,RUN09640,M12,2025-05-30,R06,18
EVT051689,RUN09640,M12,2025-05-30,R09,1
EVT051690,RUN09640,M12,2025-05-30,R05,19
EVT051691,RUN09641,M01,2025-05-30,R04,44
EVT051692,RUN09642,M02,2025-05-30,R08,7
EVT051693,RUN09642,M02,2025-05-30,R07,32
EVT051694,RUN09642,M02,2025-05-30,R01,1
EVT051695,RUN09642,M02,2025-05-30,R09,2
EVT051696,RUN09642,M02,2025-05-30,R12,4
EVT051697,RUN09642,M02,2025-05-30,R06,4
EVT051698,RUN09642,M02,2025-05-30,R09,2
EVT051699,RUN09642,M02,2025-05-30,R13,11
EVT051700,RUN09642,M02,2025-05-30,R08,37
EVT051701,RUN09643,M03,2025-05-30,R09,3
EVT051702,RUN09643,M03,2025-05-30,R14,1
EVT051703,RUN09643,M03,2025-05-30,R03,11
EVT051704,RUN09644,M04,2025-05-30,R01,61
EVT051705,RUN09644,M04,2025-05-30,R14,18
EVT051706,RUN09644,M04,2025-05-30,R04,10
EVT051707,RUN09644,M04,2025-05-30,R01,2
EVT051708,RUN09644,M04,2025-05-30,R08,1
EVT051709,RUN09644,M04,2025-05-30,R06,11
EVT051710,RUN09644,M04,2025-05-30,R05,19
EVT051711,RUN09644,M04,2025-05-30,R01,2
EVT051712,RUN09644,M04,2025-05-30,R09,4
EVT051713,RUN09644,M04,2025-05-30,R05,20
EVT051714,RUN09645,M05,2025-05-30,R14,3
EVT051715,RUN09645,M05,2025-05-30,R14,7
EVT051716,RUN09645,M05,2025-05-30,R14,1
EVT051717,RUN09645,M05,2025-05-30,R15,10
EVT051718,RUN09645,M05,2025-05-30,R06,13
EVT051719,RUN09645,M05,2025-05-30,R11,18
EVT051720,RUN09645,M05,2025-05-30,R11,5
EVT051721,RUN09645,M05,2025-05-30,R11,9
EVT051722,RUN09645,M05,2025-05-30,R09,3
EVT051723,RUN09645,M05,2025-05-30,R05,1
EVT051724,RUN09645,M05,2025-05-30,R01,5
EVT051725,RUN09645,M05,2025-05-30,R09,6
EVT051726,RUN09646,M07,2025-05-30,R05,16
EVT051727,RUN09646,M07,2025-05-30,R11,16
EVT051728,RUN09646,M07,2025-05-30,R11,32
EVT051729,RUN09646,M07,2025-05-30,R09,7
EVT051730,RUN09646,M07,2025-05-30,R01,21
EVT051731,RUN09646,M07,2025-05-30,R06,1
EVT051732,RUN09647,M09,2025-05-30,R11,9
EVT051733,RUN09647,M09,2025-05-30,R08,11
EVT051734,RUN09647,M09,2025-05-30,R10,17
EVT051735,RUN09647,M09,2025-05-30,R01,6
EVT051736,RUN09647,M09,2025-05-30,R14,16
EVT051737,RUN09647,M09,2025-05-30,R04,15
EVT051738,RUN09648,M10,2025-05-30,R06,12
EVT051739,RUN09648,M10,2025-05-30,R10,1
EVT051740,RUN09648,M10,2025-05-30,R04,25
EVT051741,RUN09648,M10,2025-05-30,R05,11
EVT051742,RUN09648,M10,2025-05-30,R05,11
EVT051743,RUN09648,M10,2025-05-30,R06,9
EVT051744,RUN09648,M10,2025-05-30,R01,7
EVT051745,RUN09648,M10,2025-05-30,R12,6
EVT051746,RUN09649,M11,2025-05-30,R04,11
EVT051747,RUN09649,M11,2025-05-30,R14,3
EVT051748,RUN09649,M11,2025-05-30,R01,13
EVT051749,RUN09649,M11,2025-05-30,R06,19
EVT051750,RUN09649,M11,2025-05-30,R06,33
EVT051751,RUN09650,M12,2025-05-30,R13,34
EVT051752,RUN09650,M12,2025-05-30,R07,74
EVT051753,RUN09650,M12,2025-05-30,R03,16
EVT051754,RUN09651,M02,2025-05-31,R09,8
EVT051755,RUN09651,M02,2025-05-31,R02,98
EVT051756,RUN09651,M02,2025-05-31,R01,110
EVT051757,RUN09652,M04,2025-05-31,R04,91
EVT051758,RUN09652,M04,2025-05-31,R06,1
EVT051759,RUN09652,M04,2025-05-31,R03,19
EVT051760,RUN09653,M05,2025-05-31,R15,9
EVT051761,RUN09653,M05,2025-05-31,R12,36
EVT051762,RUN09654,M06,2025-05-31,R10,19
EVT051763,RUN09654,M06,2025-05-31,R09,1
EVT051764,RUN09654,M06,2025-05-31,R03,35
EVT051765,RUN09654,M06,2025-05-31,R09,2
EVT051766,RUN09654,M06,2025-05-31,R04,9
